respondent_id,_true_persona,Q2_community,Q3_nationality_region,Q4_age_group,Q5_household_composition,Q6_ownership,Q7_years_in_community,Q8_villa_bedrooms,Q9_income_bracket_aed,Q10_cleaning,Q10_gardening,Q10_pool,Q10_pest_control,Q10_repairs,Q10_none,Q11_sourcing_channel,Q12_satisfaction,Q13_pain_unreliable_staff,Q13_pain_inconsistent_quality,Q13_pain_trust_strangers,Q13_pain_high_cost,Q13_pain_time_coordinating,Q13_pain_staff_turnover,Q13_pain_no_accountability,Q13_pain_hard_to_find_specialists,Q13_pain_none,Q14_hours_coordinating_monthly,Q15_feat_fixed_schedule,Q15_feat_vetted_staff,Q15_feat_continuity,Q15_feat_bundled_package,Q15_feat_emergency_callout,Q15_feat_visit_tracking,Q15_feat_ratings_reviews,Q15_feat_flex_addons,Q15_feat_community_manager,Q16_continuity_importance,Q17_scheduling_pref,Q18_current_spend_aed,Q19_max_wtp_aed,Q20_billing_pref,Q22_vetting_importance,Q23_app_comfort,Q24_app_real_time_tracking,Q24_app_in_app_reschedule,Q24_app_ratings,Q24_app_photo_verification,Q24_app_chat,Q24_app_announcements,Q24_app_none_prefer_whatsapp,Q25_interest
472,Cost-Conscious Family Households,Jumeirah Islands,Other,45-54,Shared housing/roommates,Owner,9.2,4,"15,000-29,999",1,0,0,0,1,0,Informal/word-of-mouth,2,1,1,0,1,0,0,1,0,0,8.0,1,1,1,1,0,1,0,0,0,3,Flexible/on-demand,1751.0,1636.0,No preference,4,3,0,1,1,0,0,1,0,Yes
473,Time-Poor Premium Professionals,Jumeirah Islands,Other Arab,35-44,"Single/couple, no children",Tenant,2.1,5,"50,000-79,999",1,1,0,0,1,0,Mix,3,0,0,1,0,1,0,0,1,0,9.5,1,1,0,0,1,0,0,0,1,4,Biweekly,5036.0,5547.0,Separate billing,4,3,0,0,1,0,0,1,0,Maybe
474,Time-Poor Premium Professionals,The Springs,Other Arab,35-44,"Single/couple, no children",Owner,4.1,4,"50,000-79,999",1,1,1,1,0,0,Agency/company,5,1,0,0,0,1,1,0,0,0,7.2,1,1,1,1,1,1,1,0,0,4,Weekly,4201.0,5907.0,Bundled into HOA fees,5,3,0,0,0,0,0,0,0,Yes
475,Cost-Conscious Family Households,Al Furjan,Other Arab,35-44,Multigenerational household,Tenant,8.2,3,"Under 15,000",0,0,1,0,1,0,Agency/company,4,1,0,0,1,0,0,0,0,0,6.7,0,0,1,1,0,0,0,0,0,4,Weekly,539.0,138.0,Bundled into HOA fees,3,4,0,0,1,0,0,0,0,Maybe
476,Cost-Conscious Family Households,Damac Hills,South Asian,45-54,Multigenerational household,Owner,3.8,3,"15,000-29,999",1,0,0,0,1,0,Informal/word-of-mouth,2,0,0,0,0,1,1,0,0,0,7.5,1,0,0,1,0,0,1,0,0,5,Biweekly,1086.0,1342.0,Bundled into HOA fees,5,3,0,0,1,0,0,0,0,Maybe
477,Cost-Conscious Family Households,Dubai Hills Estate,Other Arab,35-44,Couple with children,Tenant,9.0,3,"30,000-49,999",1,0,0,0,1,0,Individual freelancers,2,0,0,0,0,1,1,0,0,0,6.1,1,0,1,0,0,1,1,1,0,3,Weekly,835.0,548.0,Separate billing,5,3,1,0,0,1,0,0,0,Yes
478,Skeptical Traditionalists,Arabian Ranches,Other Arab,45-54,Couple with children,Owner,8.7,4,"30,000-49,999",0,1,1,1,1,0,Informal/word-of-mouth,4,0,0,0,0,0,0,0,0,1,2.7,1,0,1,1,0,0,1,0,1,4,Monthly,2703.0,3121.0,Separate billing,3,2,1,0,0,0,0,0,1,Yes
479,Skeptical Traditionalists,Damac Hills,Other Arab,55+,"Single/couple, no children",Owner,6.6,5,"15,000-29,999",1,1,1,1,1,0,DIY,3,0,0,0,0,0,0,0,0,0,4.1,1,1,0,0,0,0,0,1,0,4,Biweekly,1963.0,896.0,Separate billing,5,2,1,0,0,0,0,0,1,Yes
480,Cost-Conscious Family Households,Jumeirah Islands,Other Arab,55+,Couple with children,Tenant,9.2,3,"30,000-49,999",1,0,0,0,1,0,Individual freelancers,3,0,1,0,0,1,0,0,0,1,68.6,0,0,0,1,0,0,1,0,0,4,Monthly,1602.0,1611.0,Bundled into HOA fees,4,3,0,1,1,0,0,0,0,Yes
481,Cost-Conscious Family Households,The Meadows,South Asian,35-44,Multigenerational household,Tenant,2.6,3,"30,000-49,999",1,0,1,0,1,0,DIY,3,1,0,1,1,0,1,1,1,0,7.2,0,1,1,1,1,0,0,1,0,4,Monthly,1593.0,2138.0,No preference,4,2,0,1,1,1,0,1,1,Maybe
482,Time-Poor Premium Professionals,Al Furjan,South Asian,35-44,"Single/couple, no children",Tenant,5.2,4,"15,000-29,999",1,0,0,0,0,0,Mix,4,0,1,0,1,1,1,0,0,0,12.6,1,0,1,1,1,1,0,1,0,4,Biweekly,2760.0,6087.0,Separate billing,5,5,1,0,1,0,0,1,0,Yes
483,Skeptical Traditionalists,The Springs,African,45-54,"Single/couple, no children",Tenant,6.4,4,,1,1,0,1,0,0,Informal/word-of-mouth,3,0,0,1,0,0,0,0,1,0,5.1,0,1,0,1,0,0,0,0,0,5,Weekly,3006.0,3849.0,Separate billing,5,4,0,0,0,0,0,1,0,No
484,Cost-Conscious Family Households,Akoya Oxygen,Other Arab,35-44,Multigenerational household,Tenant,3.5,3,"50,000-79,999",1,1,0,0,0,0,DIY,3,0,1,0,1,0,1,1,1,0,7.6,1,0,1,1,1,1,0,1,0,5,Weekly,1541.0,1658.0,Bundled into HOA fees,5,3,1,0,1,0,0,1,0,No
485,Time-Poor Premium Professionals,Arabian Ranches,Other Arab,55+,"Single/couple, no children",Owner,6.7,4,"50,000-79,999",1,1,0,0,1,0,Individual freelancers,2,1,1,0,0,1,1,0,0,0,9.3,1,1,1,1,0,1,1,0,0,4,Biweekly,5378.0,8456.0,Bundled into HOA fees,5,2,1,0,0,0,0,0,1,Yes
486,Cost-Conscious Family Households,Jumeirah Islands,Other Arab,35-44,Couple with children,Owner,12.0,4,"15,000-29,999",1,0,0,0,1,1,Individual freelancers,3,0,0,1,1,0,0,0,0,0,7.3,1,1,0,1,0,1,1,0,1,3,Biweekly,1369.0,1041.0,Bundled into HOA fees,3,4,0,0,0,0,0,0,0,Yes
487,Cost-Conscious Family Households,The Springs,Western (Europe/NA/ANZ),25-34,Couple with children,Owner,8.3,3,"15,000-29,999",1,1,0,0,1,0,Individual freelancers,4,1,0,0,0,1,0,0,1,1,6.7,0,1,0,1,1,0,0,0,1,5,Biweekly,1328.0,1653.0,Separate billing,4,4,1,0,0,0,0,1,0,Maybe
488,Cost-Conscious Family Households,Damac Hills,Other Arab,Under 25,Couple with children,Tenant,7.1,3,"15,000-29,999",1,0,1,0,0,0,Informal/word-of-mouth,3,0,0,0,0,0,0,1,0,0,5.8,0,0,0,1,0,0,1,0,0,3,Weekly,2043.0,1254.0,Separate billing,4,4,0,0,0,1,1,0,0,No
489,Skeptical Traditionalists,Jumeirah Islands,GCC national,55+,Couple with children,Owner,20.0,4,"50,000-79,999",0,1,0,0,0,0,Informal/word-of-mouth,3,1,0,0,0,0,1,0,0,0,3.3,1,1,1,1,1,0,0,0,1,5,Biweekly,3044.0,3051.0,Separate billing,3,2,0,0,1,0,0,1,1,No
490,Skeptical Traditionalists,Dubai Hills Estate,GCC national,25-34,Couple with children,Tenant,6.3,4,"15,000-29,999",1,0,1,0,0,1,Informal/word-of-mouth,5,0,1,1,1,0,0,0,0,0,4.7,0,1,0,1,0,0,0,0,1,4,Biweekly,823.0,1085.0,Separate billing,4,1,1,0,0,0,0,0,1,Maybe
491,Affluent Low-Engagement,Dubai Hills Estate,South Asian,45-54,"Single/couple, no children",Owner,2.2,4,"80,000+",1,1,1,1,0,0,Informal/word-of-mouth,4,1,0,0,0,0,0,0,0,0,2.2,1,0,1,1,1,0,0,0,0,1,Biweekly,5350.0,11767.0,Separate billing,4,3,1,0,0,0,0,0,0,No
492,Skeptical Traditionalists,Akoya Oxygen,GCC national,35-44,Couple with children,Owner,10.6,2,"50,000-79,999",0,1,0,0,0,0,Individual freelancers,4,1,0,0,0,0,1,1,0,0,3.5,0,1,0,0,0,0,1,0,1,4,Weekly,1992.0,405.0,No preference,5,3,0,0,1,0,1,0,0,Maybe
493,Skeptical Traditionalists,Damac Hills,Other,45-54,Multigenerational household,Owner,14.6,5,"50,000-79,999",1,1,1,0,1,0,Individual freelancers,4,0,0,1,1,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,4,Monthly,3456.0,3044.0,Separate billing,4,4,1,0,0,0,0,1,0,Maybe
494,Cost-Conscious Family Households,Damac Hills,GCC national,25-34,Couple with children,Owner,1.8,4,"30,000-49,999",0,1,0,0,0,0,Agency/company,5,1,0,0,0,0,0,0,0,0,5.8,0,0,0,1,0,1,0,0,0,3,Biweekly,2314.0,1905.0,Bundled into HOA fees,4,3,1,1,0,0,1,0,0,No
495,Affluent Low-Engagement,Jumeirah Park,GCC national,45-54,Couple with children,Tenant,21.0,3,"15,000-29,999",1,1,1,1,1,0,Mix,4,0,0,1,1,0,0,1,0,0,4.8,1,1,0,1,0,1,0,1,1,2,Biweekly,4681.0,7296.0,Separate billing,4,3,0,1,0,1,1,0,0,No
496,Skeptical Traditionalists,Arabian Ranches,GCC national,25-34,"Single/couple, no children",Owner,3.5,3,"50,000-79,999",0,0,1,1,1,0,Individual freelancers,3,0,0,0,0,0,0,0,1,0,3.2,0,0,1,1,0,0,0,0,0,5,Flexible/on-demand,2112.0,3129.0,Bundled into HOA fees,4,1,1,1,0,0,0,1,1,Yes
497,Cost-Conscious Family Households,Arabian Ranches,Southeast/East Asian,35-44,Couple with children,Owner,6.7,4,"30,000-49,999",1,1,1,0,0,0,Informal/word-of-mouth,3,0,1,1,1,1,0,0,0,0,6.6,1,1,0,1,0,1,0,0,1,3,Weekly,2645.0,2371.0,Separate billing,5,3,1,1,0,0,0,0,0,Yes
498,Skeptical Traditionalists,Dubai Hills Estate,GCC national,45-54,Multigenerational household,Owner,9.5,3,"30,000-49,999",1,0,1,1,0,0,DIY,4,0,0,1,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,1,5,Biweekly,957.0,318.0,Separate billing,4,1,1,0,0,1,0,1,0,No
499,Cost-Conscious Family Households,The Meadows,Southeast/East Asian,45-54,Couple with children,Owner,6.8,3,"15,000-29,999",1,0,0,0,1,0,Informal/word-of-mouth,3,0,0,1,1,0,0,1,0,0,6.1,0,1,0,1,0,1,1,0,0,2,Biweekly,1819.0,2462.0,No preference,4,1,0,0,0,0,0,1,0,Yes
500,Skeptical Traditionalists,Jumeirah Park,Other Arab,55+,Multigenerational household,Owner,5.6,3,"80,000+",1,1,0,0,0,0,Informal/word-of-mouth,4,1,0,1,1,0,1,1,0,0,7.1,0,1,1,0,0,0,1,0,1,4,Weekly,4140.0,2664.0,Bundled into HOA fees,5,2,0,0,0,0,0,1,1,No
